advertiser_id,insertion_order_id,insertion_order,status,pacing_amount,budget_spent,total_budget,start_date,end_date,budget_left,days_left,required_daily_spends
4266435,25799533,TMP_HSBC_HK_ActuarialAnalyst_FCPM$2.9_F7d_11Feb21,ENTITY_STATUS_ACTIVE,1500.0,4565.065450000001,100000.0,2022-06-01,2022-12-31,95434.93455,156,607.8658251592357
4266435,25799528,TMP_HSBC_HK_Generic_FCPM$2.9_F7D_24Dec21,ENTITY_STATUS_ACTIVE,1500.0,3534.110169,100000.0,2022-06-01,2022-12-31,96465.889831,156,614.4324193057324
4266435,25799532,TMP_HSBC_HK_InsuranceSupportSpecialist_FCPM$2.9_F7D_11Feb21,ENTITY_STATUS_ACTIVE,1500.0,7304.819091999998,100000.0,2022-06-01,2022-12-31,92695.18090800001,156,590.4151650191084
4266435,25799530,TMP_HSBC_HK_EmployeeBenefitsCustomerServiceManager_FCPM$2.9_F5d_25May21,ENTITY_STATUS_ACTIVE,1500.0,10603.805068,100000.0,2022-06-01,2022-12-31,89396.194932,156,569.4025154904458
4266435,25799531,TMP_HSBC_HK_UnderwritingManager_FCPM$2.9_F7d_07Oct21,ENTITY_STATUS_ACTIVE,1500.0,9433.948200999997,100000.0,2022-06-01,2022-12-31,90566.05179900001,156,576.8538331146498
4266435,28144682,TMP_HSBC_HK_WPBCore_RM GPB_mCPM$3_F7d_26April22,ENTITY_STATUS_ACTIVE,2000.0,4618.270005,200000.0,2022-06-01,2023-12-31,195381.729995,521,374.2945019061303
4266435,19859454,TMP_HSBC_HK_WPBCore_InsurancePE_mCPM$3_F7d_29April21,ENTITY_STATUS_ACTIVE,2000.0,8351.863748,200000.0,2022-06-01,2023-12-31,191648.136252,521,367.14202347126434
4266435,26990189,TMP_HSBC_HK_WealthInsurancePlanner_FCPM$2.9_F7D_28Feb22,ENTITY_STATUS_ACTIVE,1500.0,2903.6666050000003,100000.0,2022-06-01,2022-12-31,97096.333395,156,618.4479834076433
